lift_from_node	lift_from_prop	lift_from_cdeID	lift_from_cdeVersion	lift_from_pv	lift_from_conceptCode	lift_from_model	lift_from_version	lift_to_node	lift_to_prop	lift_to_cdeID	lift_to_cdeVersion	lift_to_pv	lift_to_conceptCode	lift_to_model	lift_to_version	mapping_type
clinical_measure_file	data_category	14824731	1.00	Proteomics	C20085	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Proteomics	C20085	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Proteomics	C20085	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Proteomics	C20085	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Proteomics	C20085	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Proteomics	C20085	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Proteomics	C20085	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Proteomics	C20085	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Proteomics	C20085	CCDI	v3.1.0	study	study_data_types	12571096	1.00	Proteomics	C20085	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	study	study_data_types	12571096	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Imaging	C17369	CCDI	v3.1.0	survival	comorbidity_method_of_diagnosis	14483681	1.00	Imaging	C17369	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Pathology Imaging	C165215	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Pathology Imaging	C165215	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Microarray	C211504	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Microarray	C211504	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Mass Spectrometry	C211501	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Publication	C19026	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Publication	C19026	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	genetic_analysis	method	12373576	2.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Methylation Analysis	C190764	CCDI	v3.1.0	study	experimental_strategy_and_data_subtype	12373576	2.00	Methylation Analysis	C190764	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Clinical Measure Instrument	C20993	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Image Annotation	C211970	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Image Annotation	C211970	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Protein Expression	C18966	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Protein Expression	C18966	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Copy Number Variation	C181330	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Copy Number Variation	C181330	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Biospecimen	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	clinical_measure_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	cytogenomic_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	methylation_array_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	pathology_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	radiology_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	generic_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Biospecimen	C70699	CCDI	v3.1.0	sequencing_file	file_mapping_level	11595478	1.00	Sample	C70699	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Genomic Structural Variation	C2950	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Radiology Imaging	C175246	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Radiology Imaging	C175246	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Population Science	C211500	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Population Science	C211500	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	pathology_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	radiology_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	generic_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Clinical	C15783	CCDI	v3.1.0	sequencing_file	data_category	14824731	1.00	Clinical	C15783	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Quality Control	C15311	CCDI	v3.1.0	clinical_measure_file	data_category	14824731	1.00	Quality Control	C15311	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Quality Control	C15311	CCDI	v3.1.0	cytogenomic_file	data_category	14824731	1.00	Quality Control	C15311	CDS	v10.0.0	Concept Code Mapping
clinical_measure_file	data_category	14824731	1.00	Quality Control	C15311	CCDI	v3.1.0	methylation_array_file	data_category	14824731	1.00	Quality Control	C15311	CDS	v10.0.0	Concept Code Mapping
